name,address,year
"Chen, Mingxiang","N Carolina Agr & Tech State Univ, Dept Math, Greensboro, NC 27411 USA",2010
"Kang, Seok Hoon","Seoul Natl Univ, Coll Med, Off Med Educ, Seoul 110744, South Korea",2010
"Cheng, Fu-Chih","N Dakota State Univ, Dept Stat, Fargo, ND 58108 USA",2010
"Wu, Chia-Huei","Univ Sheffield, Sheffield S10 2TN, S Yorkshire, England",2010
"Zhang, Lawrence Jun","Nanyang Technol Univ, Natl Inst Educ, Singapore, Singapore",2010
"Shi, Jia","Univ Colorado, Dept Mol Cellular & Dev Biol, Boulder, CO 80309 USA",2010
"Shi, Jia","Univ Colorado, Sci Educ Initiat, Boulder, CO 80309 USA",2010
"Lin, Shih-Yin","Univ Pittsburgh, Dept Phys & Astron, Pittsburgh, PA 15260 USA",2010
"Xie, Kui","Mississippi State Univ, Mississippi State, MS USA",2010
"Li, Lisha","Georgia Inst Technol, Georgia Tech Lib, Atlanta, GA 30332 USA",2010
"Li, Lisha","Georgia Inst Technol, Informat Ctr, Atlanta, GA 30332 USA",2010
"Chang, Chiungying Evelyn","Macquarie Univ, Dept Linguist, Sydney, NSW 2109, Australia",2010
"Chen, Qin","Univ No Colorado, Greeley, CO 80639 USA",2010
"Chong, Eddy K. M.","Nanyang Technol Univ, Visual & Performing Arts Acad Grp, Natl Inst Educ, Singapore 637616, Singapore",2010
"Zhao, Yipin","Univ Auckland, Ctr Med & Hlth Sci Educ, Auckland, New Zealand",2010
"Su, Feng","Liverpool Hope Univ, Fac Educ, Liverpool, Merseyside, England",2010
"Chi, Xiaohong","Univ Toronto, Toronto, ON, Canada",2010
"Long, Louise","St Marys Univ, Coll Belfast, Belfast, Antrim, North Ireland",2010
"Lang, Sarah","Univ Texas Austin, UT Learning Ctr, Austin, TX 78712 USA",2010
"Cheng, Xi","Purdue Univ, W Lafayette, IN 47907 USA",2010
"Chen, Xiaojun","Purdue Univ, W Lafayette, IN 47907 USA",2010
"Han, Jisu","Univ Georgia, Dept Educ Psychol, 325Q Aderhold Hall, Athens, GA 30602 USA",2010
"Chang, Shanton","Univ Melbourne, Dept Informat Syst, Fac Sci, Melbourne, Vic, Australia",2010
"Huang, Yu-Chih","Clemson Univ, Clemson, SC 29634 USA",2010
"Lei, Jing","Syracuse Univ, Sch Educ, Instruct Design Dev & Evaluat, 336 Huntington Hall, Syracuse, NY 13244 USA",2010
"Ning, Mair","Edge Hill Univ, Fac Hlth, Qual, St Helens Rd, Ormskirk L39 4QP, England",2010
"Cheng, Hsiu-Lan","Univ Michigan, Counseling & Psychol Serv, Ann Arbor, MI 48109 USA",2010
"Ren, Jianhong","Texas A&M Univ, Dept Environm Engn, Kingsville, TX 78363 USA",2010
"Zan, Rosetta","Univ Pisa, Dept Math, Pisa, Italy",2010
"Wang, Lei","Our Lady Lake Univ, Inst Effectiveness, San Antonio, TX USA",2010
"Tan, Kok-Kiong","Natl Univ Singapore, Dept Elect & Comp Engn, Singapore 117576, Singapore",2010
"Tang, Kok-Zuea","Natl Univ Singapore, Dept Elect & Comp Engn, Singapore 117576, Singapore",2010
"Hong, Eunsook","Univ Nevada, Dept Educ Psychol, Las Vegas, NV 89154 USA",2010
"Tan, Zaldy","Brigham & Womens Hosp, GRECC, VA Boston Healthcare Syst, Div Aging,Dept Med, Boston, MA 02115 USA",2010
"Tan, Zaldy","Harvard Med Sch, Boston, MA USA",2010
"Li, Xiaoming","Wayne State Univ, Sch Med, Pediat Prevent Res Ctr, Detroit, MI 48201 USA",2010
"Chu, Hsiang-Ning R.","Univ Texas Austin, Dept Educ Psychol, Austin, TX 78712 USA",2010
"Kang, Myunghee","Ewha Womans Univ, Educ Technol Dept, Seoul, South Korea",2010
"Kang, Myunghee","Ewha Womans Univ, Educ Res Inst, Seoul, South Korea",2010
"Kang, Myunghee","Ewha Womans Univ, 11-1 Daehyun Dong, Seoul, South Korea",2010
"Zou, Qingze","Iowa State Univ, Dept Mech Engn, Ames, IA 50011 USA",2010
"Chang, Mina","Chicago Med Sch, Off Student Affairs & Med Educ, N Chicago, IL 60064 USA",2010
"Chang, Mina","Rosalind Franklin Univ Med & Sci, N Chicago, IL USA",2010
"Wang, Liching Sung","Joyful Adult Day Healthcare Ctr, Rowland Height, CA USA",2010
"Luo, Xianghua","Univ Minnesota, Sch Publ Hlth, Div Biostat, Minneapolis, MN 55414 USA",2010
"Lin, Jing","Univ Maryland, Coll Educ, College Pk, MD 20742 USA",2010
"Wang, Yuping","Griffith Univ, Sch Languages & Linguist, Nathan, Qld, Australia",2010
"Huang, Ju Chuan","SUNY Buffalo, Dept Instruct & Learning, Buffalo, NY 14260 USA",2010
"Lang, Russell","Texas State Univ San Marcos, San Marcos, TX USA",2010
"Liang, Belle","Boston Coll, Dept Counseling & Dev Psychol, Lynch Sch Educ, Chestnut Hill, MA 02461 USA",2010
"Peng, Mike W.","Univ Texas Dallas, Dallas, TX 75230 USA",2010
"Tan, Bee Hoon","Univ Putra Malaysia, Fac Modern Languages & Commun, English Language Dept, Serdang 43400, Selangor, Malaysia",2010
"Hu, Shouping","Florida State Univ, Coll Educ, Dept Educ Leadership & Policy Studies, 1210 Stone Bldg, Tallahassee, FL 32306 USA",2010
"Ma, Yanli","Florida State Univ, Coll Educ, Dept Educ Leadership & Policy Studies, 1210 Stone Bldg, Tallahassee, FL 32306 USA",2010
"Zhang, Jie","SUNY Coll Brockport, Brockport, NY 14420 USA",2010
"Song, Sungsoo","Pusan Natl Univ, Pusan 609735, South Korea",2010
"Liu, Yili","Univ Michigan, Ann Arbor, MI 48109 USA",2010
"Li, Jianghong","Inst Community Res, Hartford, CT USA",2010
"Huang, Li-Shih","Univ Victoria, Dept Linguist, Victoria, BC V8P 5C2, Canada",2010
"Tan, Shuyan Melissa","Curtin Univ Technol, Perth, WA, Australia",2010
"Gao, Ping","Nanyang Technol Univ, Natl Inst Educ, Learning Sci & Technol Acad Grp, Singapore 637616, Singapore",2010
"Wu, Jing","Nanyang Technol Univ, Natl Inst Educ, Ctr Res Pedag & Practice, Singapore 637616, Singapore",2010
"Li, Chin-Shang","Univ Calif Davis, Sch Med, Dept Publ Hlth Sci, Div Biostat, Sacramento, CA 95817 USA",2010
"Chen, Moon","Univ Calif Davis, Sch Med, Div Hematol & Oncol, Sacramento, CA 95817 USA",2010
"Tan, Steven K. S.","Nanyang Technol Univ, Natl Inst Educ, Singapore, Singapore",2010
"Fang, Y.","Nanyang Technol Univ, Natl Inst Educ, Singapore, Singapore",2010
"Wang, Shihwe","Univ Calif Santa Barbara, Dept Counseling, Santa Barbara, CA 93106 USA",2010
"Wang, Shihwe","Univ Calif Santa Barbara, Sch Psychol, Santa Barbara, CA 93106 USA",2010
"Li, Lan","Bowling Green State Univ, Sch Teaching & Learning, Coll Educ & Human Dev, Bowling Green, OH 43403 USA",2010
"Liu, Xiongyi","Cleveland State Univ, Coll Educ & Human Serv, Cleveland, OH 44115 USA",2010
"Liu, William Ming","Univ Iowa, Counseling Psychol Program, Iowa City, IA 52242 USA",2010
"Huang, Shaobo","Utah State Univ, Dept Engn & Technol Educ, Coll Engn, Logan, UT 84322 USA",2010
"Fang, Ning","Utah State Univ, Dept Engn & Technol Educ, Coll Engn, Logan, UT 84322 USA",2010
"Chong, Frederic T.","Univ Calif Santa Barbara, Santa Barbara, CA 93106 USA",2010
"Wei, Yifeng","Dalhousie Univ, Sun Life Financial Chair Adolescent Mental Hlth, Halifax, NS B3K 6R8, Canada",2010
"Wei, Yifeng","IWK Hlth Ctr, Halifax, NS B3K 6R8, Canada",2010
"Chen, Minder","Calif State Univ Channel Isl, Martin V Smith Sch Business & Econ, Camarillo, CA 93012 USA",2010
"Wang, George","East Carolina Univ, Greenville, NC 27858 USA",2010
"Lu, Huanqing","East Carolina Univ, Greenville, NC 27858 USA",2010
"Ren, Zhaomin","Univ Glamorgan, Pontypridd, M Glam, Wales",2010
"Zhang, Shirley","Univ New S Wales, Sch Psychol, Sydney, NSW, Australia",2010
"Song, Chunyan","Calif State Univ Chico, Dept Sociol, Butte Hall 615,400 West First St, Chico, CA 95929 USA",2010
"Zhang, Jie","SUNY Coll Brockport, Brockport, NY USA",2010
"Wang, Ye","Missouri State Univ, Dept Commun Sci & Disorders, Springfield, MO 65897 USA",2010
"Li, Qing","Syracuse Univ, Dept Cultural Fdn Educ, Syracuse, NY 13244 USA",2010
"Kang, Hosun","Michigan State Univ, Dept Teacher Educ, E Lansing, MI 48824 USA",2010
"Li, Yuan","Univ Manchester, Sch Educ, Oxford Rd, Manchester M13 9PL, Lancs, England",2010
"Chen, Dongdong","Seton Hall Univ, S Orange, NJ 07079 USA",2010
"Cai, Yuzhuo","Univ Tampere, Dept Management Studies, Higher Educ Grp, Tampere 33014, Finland",2010
"Lan, Mei-Fang","Univ Calif Davis, Dept Psychiat & Behav Sci, Sacramento, CA 95817 USA",2010
"Shao, Xiaorong","Appalachian State Univ, Boone, NC 28608 USA",2010
"Song, Steve","Univ Coll Dublin, Geary Inst, Marie Curie Excellence Team, Dublin, Ireland",2010
"Zhang, Xuesong (Sonya)","Calif State Univ Fresno, Craig Sch Business, Fresno, CA 93740 USA",2010
"Chen, Wenli","Nanyang Technol Univ, Natl Inst Educ, Learning Sci Lab, Singapore 637616, Singapore",2010
"Yang, Dazhi","Purdue Univ, W Lafayette, IN 47907 USA",2010
"Wang, Ye","SW Missouri State Univ, Dept Commun Sci & Disorders, Springfield, MO 65802 USA",2010
"Hu, Bi Ying","Texas Christian Univ, Coll Educ, POB 297900, Ft Worth, TX 76129 USA",2010
"Tang, John","Asian Inst Technol, Sch Management, Khlong Luang 12120, Pathumthani, Thailand",2010
"Long, Tammy M.","Michigan State Univ, Ctr Integrat Studies Biol, E Lansing, MI 48824 USA",2010
"Li, Gang","Univ Surrey, Sch Management, Guildford GU2 5XH, Surrey, England",2010
"Duanmu, Jing-Lin","Univ Surrey, Sch Management, Guildford GU2 5XH, Surrey, England",2010
"Chen, Wei","Sheffield Hallam Univ, Ctr Int Hospitality Management Res, Fac Org & Management, Sheffield S1 1WB, S Yorkshire, England",2010
"Lang, Catherine","Swinburne Univ Technol, Melbourne, Vic, Australia",2010
"Chang, Yiting","Univ Vermont, Burlington, VT 05405 USA",2010
"Chao, Ining Tracy","Royal Roads Univ, Victoria, BC, Canada",2010
"Lin, Lin","Univ North Texas, Learning Technol, Coll Informat, Denton, TX USA",2010
"Ge, Xun","Univ Oklahoma, Jeannine Rainbolt Coll Educ, Dept Educ Psychol, 820 Van Vleet Oval, Norman, OK 73019 USA",2010
"Zhang, Ke","Wayne State Univ, Coll Educ, Program Instruct Design, Detroit, MI 48202 USA",2010
"Tan, Po Li","Kings Coll London, Kings Learning Inst, London SE1 8WA, England",2010
"Pan, Yi","Univ N Carolina, Sch Educ, Educ Psychol Measurement & Evaluat Program, Chapel Hill, NC 27599 USA",2010
"Tang, Chia-Wei","Univ Bristol, Grad Sch Educ, Bristol BS8 1JA, Avon, England",2010
"Long, Susan Orpett","John Carroll Univ, E Asian Studies Program, University Hts, OH USA",2010
"Chu, Hui Jung","Korea Univ, Dept Educ, Seoul 136701, South Korea",2010
"Tan, Kim Hua","Univ Nottingham, Sch Business, Nottingham NG8 1BB, England",2010
"Chang, Bo","Univ Georgia, Adult Educ, Athens, GA 30602 USA",2010
"Liu, Feng","Univ Florida, Sch Teaching & Learning, Educ Technol, Gainesville, FL 32611 USA",2010
"Hu, Shouping","Florida State Univ, Coll Educ, Dept Educ Leadership & Policy Studies, Tallahassee, FL 32306 USA",2010
"Long, Mark C.","Univ Washington, Daniel J Evans Sch Publ Affairs, Seattle, WA 98195 USA",2010
"Wu, Chang-Yu","Univ Florida, Dept Environm Engn Sci, Gainesville, FL 32611 USA",2010
"Li, Ying","Univ Wisconsin, Dept Mech Engn, Milwaukee, WI 53211 USA",2010
"Lin, Canchu","Bowling Green State Univ, Sch Media & Commun, Bowling Green, OH 43403 USA",2010
"Ha, Louisa","Bowling Green State Univ, Sch Media & Commun, Bowling Green, OH 43403 USA",2010
"Lin, Yi-Guang","Univ Michigan, Dept Psychol, Ann Arbor, MI USA",2010
"Liang, Xinya","Florida State Univ, Tallahassee, FL 32306 USA",2010
"Hu, John","Ohio State Univ, Dept Elect & Comp Engn, Columbus, OH 43210 USA",2010
"Er, H. M.","Int Med Univ, Sch Pharm & Hlth Sci, 126 Jalan 19-155B,Bukit Jalil, Kuala Lumpur 57000, Malaysia",2010
"Leng, Ng Wee","Nanyang Technol Univ, Math & Math Educ Acad Grp, Natl Inst Educ, Singapore 637616, Singapore",2010
"Yu, Tian-You","Univ Oklahoma, Sch Elect & Comp Engn, Norman, OK 73019 USA",2010
"Yu, Tian-You","Atmospher Radar Res Ctr, Norman, OK 73019 USA",2010
"Zhang, Guifu","Atmospher Radar Res Ctr, Norman, OK 73019 USA",2010
"Zhang, Guifu","Univ Oklahoma, Sch Meteorol, Norman, OK 73019 USA",2010
"Song, Hongwei","Univ North Carolina Pembroke, Sch Business, Pembroke, NC USA",2010
"Chen, Cheng-Ting","Univ Louisville, Louisville, KY 40292 USA",2010
"Cheng, Ming","Univ Brighton, Ctr Learning & Teaching, Brighton, E Sussex, England",2010
"Zheng, Peijun","Northwestern Polytech Univ, 47671 Westinghouse Dr, Fremont, CA 94539 USA",2010
"Wang, Shiangkwei","New York Inst Technol, Westbury, NY 11568 USA",2010
"Tan, Seng Chee","Nanyang Technol Univ, Singapore 637616, Singapore",2010
"Yi, Hyun Sook","Konkuk Univ, Dept Educ, Coll Educ, Seoul 143701, South Korea",2010
"Lu, Wei-Hsin","CUNY City Coll, Sophie Davis Sch Biomed Educ, Dept Community Hlth & Social Med, New York, NY 10031 USA",2010
"Shen, Ji","Univ Calif Berkeley, Ctr Technol Enhanced Learning Sci, Berkeley, CA 94720 USA",2010
"Yang, Jin Hyang","Univ Massachusetts, Coll Nursing & Hlth Sci, Boston, MA 02125 USA",2010
"Yang, Jin Hyang","Inje Univ, Dept Nursing, Pusan, South Korea",2010
"Niu, Sunny X.","Princeton Univ, Off Populat Res, Princeton, NJ 08544 USA",2010
"Cheng, Xi (Carol)","Purdue Univ, W Lafayette, IN 47907 USA",2010
"Zhou, George","Univ Windsor, Windsor, ON, Canada",2010
"Huang, Keng-Yen","NYU, NYU Child Study Ctr, Sch Med, New York, NY 10016 USA",2010
"Wang, Tiffany R.","Univ Nebraska, Dept Commun Studies, Lincoln, NE USA",2010
"Wang, Ling","Nova SE Univ, Grad Sch Comp & Informat Sci, Ft Lauderdale, FL 33324 USA",2010
"Yu, Wei-Choun","Winona State Univ, Dept Econ, Winona, MN 55987 USA",2010
"Yuan, Frances","Lesley Univ, Threshold Program, Cambridge, MA 02138 USA",2010
"Wang, Jiping","Univ South Australia, Sch Pharm & Med Sci, GPO Box 2471, Adelaide, SA 5001, Australia",2010
"Liu, Xiaoming","Towson Univ, Towson, MD USA",2010
"Yu, Hongwei","Univ Florida, Coll Educ, Gainesville, FL 32601 USA",2010
"Tao, Ran","McGill Univ, Fac Educ, Montreal, PQ, Canada",2010
"Zhang, Dake","Purdue Univ, W Lafayette, IN 47907 USA",2010
"Yuan, Baohong","Catholic Univ Amer, Dept Biomed Engn, Washington, DC 20064 USA",2010
"Yang, Jin","Univ Memphis, Dept Journalism, Memphis, TN 38152 USA",2010
"Yang, Wuqiang","Univ Manchester, Sch Elect & Elect Engn, Manchester M60 1QD, Lancs, England",2010
"Chen, Pu-Shih Daniel","Univ N Texas, Dept Counseling & Higher Educ, Denton, TX 76203 USA",2010
"Jin, Hui","Harvard Univ, Inst Quantitat Social Sci, Cambridge, MA 02138 USA",2010
"Zhang, Dalun","Texas A&M Univ, Dept Educ Psychol, College Stn, TX 77845 USA",2010
"Zhou, Lutong","Univ Western Ontario, London, ON, Canada",2010
"Lang, Delia L.","Rollins Sch Publ Hlth, Dept Behav Sci & Hlth Educ, Atlanta, GA USA",2010
"Lang, Delia L.","Emory Ctr AIDS Res, Atlanta, GA USA",2010
"Yang, Hannah","Univ So Calif, Los Angeles, CA 90089 USA",2010
"Song, Mengli","Amer Inst Res, Washington, DC 20007 USA",2010
"Zhu, Chang","Univ Ghent, Dept Educ Studies, Ghent, Belgium",2010
"Wang, Zhaobo","Fairleigh Dickinson Univ, Informat Syst & Decis Sci Dept, Madison, NJ USA",2010
"Huang, Eric","Univ Hawaii Manoa, Coll Educ, DCDC, Honolulu, HI 96822 USA",2010
"Wang, David","Univ Houston, Dept Educ Psychol, Houston, TX 77004 USA",2010
"Wang, Victor C. X.","Calif State Univ Long Beach, Long Beach, CA 90840 USA",2010
"Wang, Yaqin","Youngstown State Univ, Dept Econ, Youngstown, OH 44555 USA",2010
"Deng, Feng","Nanyang Technol Univ, Singapore 639798, Singapore",2010
"Li, Dai","Calif State Univ Channel Isl, Camarillo, CA 93012 USA",2010
"Wu, Stephen","Hamilton Coll, Dept Econ, Clinton, NY 13323 USA",2010
"Wang, Victor C. X.","Calif State Univ Long Beach, Career & Tech Educ & Adult Educ, Long Beach, CA 90840 USA",2010
"Wang, Jie","Univ Queensland, Sch Tourism, Brisbane, Qld 4072, Australia",2010
"Wang, Jie","Nanjing Univ Informat Sci & Technol, Nanjing, Peoples R China",2010
"Gao, Xiaochun","Natl Australian Bank, Fortitude Valley, Qld 4006, Australia",2010
"Zhan, Wei","Texas A&M Univ, Dept Engn Technol & Ind Distribut, College Stn, TX 77843 USA",2010
"Wei, Fang-Yi","Univ Pittsburgh, Broadcast Commun, Pittsburgh, PA 15260 USA",2010
"Wang, Y.","Univ Pittsburgh, Management & Educ, Pittsburgh, PA 15260 USA",2010
"Tong, Stephanie Tom","Michigan State Univ, Dept Commun, E Lansing, MI 48824 USA",2010
"Ke, Fengfeng","Univ New Mexico, Coll Educ, Albuquerque, NM 87131 USA",2010
"Li, Jinyi","Calif State Univ Northridge, Northridge, CA 91330 USA",2010
"Wang, Shuyan","Univ Southern Mississippi, Instruct Technol, Hattiesburg, MS 39406 USA",2010
"Zhan, Hong","Embry Riddle Aeronaut Univ, Humanities & Commun Chinese, Prescott, AZ 86301 USA",2010
"Zhang, Jie","SUNY Coll Buffalo, Buffalo, NY 14222 USA",2010
"Le, Tam","Louisiana State Univ, Baton Rouge, LA 70803 USA",2010
"Huang, Hui","Monash Univ, Clayton, Vic, Australia",2010
"Chen, Rong","Seton Hall Univ, Dept Educ Leadership Management & Policy, S Orange, NJ 07079 USA",2010
"Yang, Yi","Franklin Univ, 201 S Grant Ave, Columbus, OH 43215 USA",2010
"Rao, Arni S. R. Srinivasa","ISI, 5th Floor,PSU,RA Fisher Bldg,203 BT Rd, Kolkata 700108, India",2010
"Chu, Hung W.","Baruch Coll, Zicklin Sch Business, Dept Management, Management, New York, NY USA",2011
"Han, Seong Won","Univ Wisconsin Madison, Dept Sociol, Madison, WI USA",2011
"Zhao, Kai","CUNY, New York, NY 10021 USA",2011
"Liu, Min","Univ Texas Austin, Dept Curriculum & Instruct, Austin, TX 78712 USA",2011
"Huang, Grace","Harvard Univ, Beth Israel Deaconess Med Ctr, Shapiro Inst Educ & Res, Sch Med, Boston, MA 02215 USA",2011
"Huang, Hong","Nationwide Childrens Hosp, Columbus, OH 43205 USA",2011
"Tong, Lowell","Univ Calif San Francisco, Sch Med, Dept Psychiat, San Francisco, CA 94143 USA",2011
"Ling, Florence Yean Yng","Natl Univ Singapore, Dept Bldg, Singapore 117566, Singapore",2011
"Lai, Nai Ming","Monash Univ, Jeffrey Cheah Sch Med & Hlth Sci, Dept Paediat, Johor Baharu 80100, Johor, Malaysia",2011
"Teng, Cheong Lieng","Int Med Univ, Dept Family Med, Seremban 70000, Negeri Sembilan, Malaysia",2011
"Ha, Minsu","Ohio State Univ, Dept Ecol Evolut & Organismal Biol, Coll Educ & Human Ecol, Columbus, OH 43210 USA",2011
"Han, Joonyoung","Yeungnam Univ, Gyongsan, South Korea",2011
"Zhang, Aimao","Georgia Southern Univ, Informat Technol, Statesboro, GA 30460 USA",2011
"Song, Juhee","Scott & White Healthcare, Div Res Clin Data & Analyt, Texas A&M Hlth Sci Ctr, Coll Med, Temple, TX 76508 USA",2011
"Tan, Nigel C. K.","Natl Neurosci Inst, Dept Neurol, Off Neurol Educ, Singapore 308433, Singapore",2011
"Tan, Kevin","Natl Neurosci Inst, Dept Neurol, Off Neurol Educ, Singapore 308433, Singapore",2011
"Tan, Nigel C. K.","Natl Univ Singapore, Yong Loo Lin Sch Med, Dept Med, Singapore 119228, Singapore",2011
"Tan, Kevin","Natl Univ Singapore, Yong Loo Lin Sch Med, Dept Med, Singapore 119228, Singapore",2011
"Lin, Andrew L.","Cornell Univ, Dept Neurol & Neurosci, Weill Med Coll, New York, NY 10021 USA",2011
"Kang, Yoon","Cornell Univ, Dept Med & Acad Affairs, Weill Med Coll, New York, NY 10021 USA",2011
"Chong, Siong Choy","Asian Inst Finance, Kuala Lumpur, Malaysia",2011
"Yang, Tong","Louisiana State Univ, Off Med Educ Res & Dev, Hlth Sci Ctr, Sch Med New Orleans, Baton Rouge, LA 70803 USA",2011
"Chang, Barbara K.","Vet Hlth Adm, Off Acad Affiliat, Washington, DC USA",2011
"Qu, Haiyan","Univ Alabama Birmingham, Sch Hlth Related Profess, Hlth Serv Adm, Birmingham, AL USA",2011
"He, Wu","Old Dominion Univ, Dept Informat Technol & Decis Sci, Norfolk, VA 23508 USA",2011
"Tan, Aik-Ling","Nanyang Technol Univ, Natl Inst Educ, Singapore, Singapore",2011
"Han, Eui-Ryoung","Chonnam Natl Univ Hosp, Off Educ & Res, Gwangju, South Korea",2011
"Tan, Lynde Lee Wee","Nanyang Technol Univ, Singapore 637616, Singapore",2011
"He, Meizi","Univ Texas San Antonio, Dept Hlth & Kinesiol, San Antonio, TX 78249 USA",2011
"He, Meizi","PHRED Program, Middlesex London Hlth Unit, London, ON, Canada",2011
"Hong, Someth","Univ Hlth Sci, Fac Odontostomatol, Dept Oral Surg, Phnom Penh, Cambodia",2011
"Li, Yan","Depaul Univ, Psychol, Chicago, IL 60604 USA",2011
"Cheng, Steven K.","Oregon Hlth & Sci Univ, Knight Canc Inst, Portland, OR 97201 USA",2011
"Jiang, Nan","Univ Derby, Derby, England",2011
"Li, Su-Ting T.","Univ Calif Davis, Sch Med, Dept Pediat, Sacramento, CA 95817 USA",2011
"Min, Youngkyoung","Korea Fdn Adv Sci & Creat KOFAC, Seoul 135847, South Korea",2011
"Zhang, Guili","E Carolina Univ, Dept Curriculum & Instruct, Greenville, NC 27858 USA",2011
"Long, Russell A.","Purdue Univ, Sch Engn Educ, W Lafayette, IN 47907 USA",2011
"Yu, N.","Univ Dundee, Dundee Epidemiol & Biostat Unit, Dundee DD1 9SY, Scotland",2011
"Wang, Aihua","Florida State Univ, Coll Med, Tallahassee, FL 32306 USA",2011
"Mo, Elaine","Harvard Univ, Grad Sch Educ, Cambridge, MA 02138 USA",2011
"Chen, Peggy Guey-Chi","Yale Univ, Div Hlth Policy & Adm, Sch Publ Hlth, New Haven, CT 06520 USA",2011
"Li, Li","Ohio Univ, Sch Commun Studies, Athens, OH 45701 USA",2011
"Ju, Ran","Ohio Univ, Sch Commun Studies, Athens, OH 45701 USA",2011
"Fang, Ning","Utah State Univ, Dept Engn Educ, Coll Engn, Logan, UT 84322 USA",2011
"Tong, Lowell","Univ Calif San Francisco, Dept Psychiat, San Francisco, CA 94143 USA",2011
"Long, Brad S.","St Francis Xavier Univ, Gerald Schwartz Sch Business, Antigonish, NS, Canada",2011
"Wang, Min","Univ Maryland, Inst Child Study, Dept Human Dev, College Pk, MD 20742 USA",2011
"Liu, Ying","Univ Pittsburgh, Pittsburgh, PA 15260 USA",2011
"Liu, Ying","Liaoning Normal Univ, Dalian, Peoples R China",2011
"Wu, Sumei","Carnegie Mellon Univ, Pittsburgh, PA 15213 USA",2011
"Hao, Shiqi","Michigan Dept Educ, Off Educ Assessment & Accountabil, Lansing, MI USA",2011
"Zhang, Meilan","Michigan State Univ, Div Sci & Math Educ, E Lansing, MI 48824 USA",2011
"Zhang, Tianyi","Michigan State Univ, Dept Counseling Educ Psychol & Special Educ, E Lansing, MI 48824 USA",2011
"Wang, Y. Claire","Columbia Univ, Mailman Sch Publ Hlth, Dept Hlth Policy & Management, New York, NY 10032 USA",2011
"Zhu, Xihe","Old Dominion Univ, Dept Human Movement Sci, Norfolk, VA 23529 USA",2011
"Chen, Ang","Univ N Carolina Greensboro, Dept Kinesiol, Greensboro, NC USA",2011
"Tan, Eva Y.","McMaster Univ, Michael G Degroote Sch Med, Hamilton, ON, Canada",2011
"Yu, Tzu-Chieh","Univ Auckland, Middlemore Hosp, S Auckland Clin Sch, Auckland 1, New Zealand",2011
"Cao, Yingxia","Univ La Verne, Inst Res, La Verne, CA 91750 USA",2011
"Hong, Paul","Univ Toledo, Coll Business, Operat Management, Toledo, OH USA",2011
"Lin, Fenny","Harvard Univ, Beth Israel Deaconess Med Ctr, Sch Med, Div Gen Med & Primary Care, Boston, MA 02215 USA",2011
"Liu, Ying","LiaoNing Normal Univ, Dept Psychol, Dalian, Peoples R China",2011
"Ye, Feifei","Univ Pittsburgh, Ctr Learning Res & Dev, Pittsburgh, PA 15260 USA",2011
"Wu, Hui-Ling","Texas A&M Univ, Dept Educ Psychol, College Stn, TX 77843 USA",2011
"Diao, Ming Ming","Macquarie Univ, Sydney, NSW, Australia",2011
"Zhou, Qing","Univ Calif Berkeley, Dept Psychol, Berkeley, CA 94720 USA",2011
"Ma, Yue","Univ S Florida, Off Decis Support, Tampa, FL 33620 USA",2011
"Liu, Xin","Commun Univ China, Psychol Hlth Educ Ctr, Students Affairs Dept, Beijing, Peoples R China",2011
"Chang, Larry W.","Johns Hopkins Sch Med, Dept Med, Div Infect Dis, Baltimore, MD 21287 USA",2011
"Huang, Danny S.","Univ Calif Berkeley, Grad Sch Educ, Berkeley, CA 94720 USA",2011
"Liu, Ou Lydia","Educ Testing Serv, Princeton, NJ 08541 USA",2011
"Chao, Ruth Chu-Lien","Univ Denver, Morgridge Coll Educ, Denver, CO 80208 USA",2011
"Wei, Meifen","Iowa State Univ, Dept Psychol, Ames, IA 50011 USA",2011
"Cheng, Cho Kin","Univ Toronto, Dept Psychol, Toronto, ON M5L 3G3, Canada",2011
"Liu, Xiongyi","Cleveland State Univ, Dept Curriculum & Fdn, Cleveland, OH 44115 USA",2011
"Zhu, Yan","Univ Massachusetts, Sch Educ, Amherst, MA 01003 USA",2011
"Sun, Susan Yue Hua","Auckland Univ Technol, Sch Languages, Auckland, New Zealand",2011
"Ban, Nobutaro","Nagoya Univ, Sch Med, Nagoya, Aichi 4648601, Japan",2011
"Han, Myae","Univ Delaware, Newark, DE 19716 USA",2011
"Lai, Cindy J.","Univ Calif San Francisco, Dept Med, San Francisco, CA USA",2011
"Tong, Lowell","Univ Calif San Francisco, Dept Psychiat, San Francisco, CA USA",2011
"Liu, Dilin","Univ Alabama, Tuscaloosa, AL 35487 USA",2011
"Liu, Hsiang (Sean)","Calif State Univ Sacramento, TESOL, Sacramento, CA 95819 USA",2011
"Chen, Liwen","Univ Toronto, OISE, Toronto, ON M5S 1A1, Canada",2011
"Gu, Wendy X. W.","Univ Cambridge, Dept Zool, Cambridge CB2 3EJ, England",2011
"Ha, Minsu","Ohio State Univ, Sch Teaching & Learning, Columbus, OH 43210 USA",2011
"Zhu, Weimo","Univ Illinois, Dept Kinesiol & Community Hlth, 205 Freer Hall,MC-052, Urbana, IL 61801 USA",2011
"Long, Toby M.","Georgetown Univ, Ctr Child & Human Dev, Washington, DC USA",2011
"Zhu, Guangtian","Univ Pittsburgh, Dept Phys & Astron, Pittsburgh, PA 15260 USA",2011
